2022 5 0.002729 2.658692 0.255892 0.004471 8.791667 355.192000 286.488000 57.671477
2022 6 0.017500 2.662700 0.259700 0.005200 7.500000 359.200000 286.488000 58.322244
2022 7 0.009525 2.642025 0.239050 0.004300 7.500000 338.625000 286.488000 54.981542
2022 10 0.003364 2.649821 0.246714 0.004229 9.428571 346.521000 286.488000 56.263592
2022 11 0.005088 2.640062 0.237438 0.004450 8.625000 336.862000 286.560000 54.708865
2022 12 0.002704 2.604746 0.202054 0.004358 8.750000 301.546000 286.560000 48.973287
2022 13 0.002696 2.605000 0.202304 0.004333 8.791667 301.900000 286.560000 49.030779
2022 17 0.006617 2.595600 0.193050 0.005117 8.333333 292.700000 286.560000 47.536631
2022 24 0.002642 2.655167 0.252583 0.004333 8.708333 352.467000 286.560000 57.243232
2022 26 0.002700 2.626404 0.223504 0.004454 8.708333 323.804000 286.632000 52.601199
2022 27 0.002625 2.621596 0.219167 0.004471 8.750000 318.996000 286.632000 51.820151
2022 28 0.002687 2.625962 0.223304 0.004250 8.625000 323.462000 286.632000 52.545642
2022 29 0.002683 2.628304 0.225200 0.004354 8.500000 325.804000 286.632000 52.926094
2022 30 0.002592 2.617850 0.215029 0.004438 8.791667 315.350000 286.632000 51.227867
2022 31 0.002629 2.597200 0.194421 0.004196 8.750000 294.700000 286.632000 47.873323
2022 32 0.002792 2.597125 0.194196 0.004383 8.291667 294.725000 286.632000 47.877384
2022 33 0.002771 2.613179 0.210129 0.004458 8.541667 310.779000 286.632000 50.485318
2022 34 0.002687 2.605300 0.202208 0.004325 8.666667 302.900000 286.632000 49.205393
2022 35 0.002683 2.547196 0.143917 0.004354 8.666667 244.796000 286.632000 39.766535
2022 37 0.002679 2.540654 0.138250 0.004225 8.708333 238.354000 286.632000 38.720047
2022 38 0.002629 2.634583 0.232287 0.004283 8.791667 332.283000 286.632000 53.978593
2022 39 0.002667 2.642550 0.240329 0.004458 8.958333 340.250000 286.632000 55.272813
2022 40 0.002796 2.636242 0.234063 0.004504 8.875000 333.942000 286.704000 54.261551
2022 41 0.002879 2.661883 0.259358 0.004533 8.625000 359.583000 286.704000 58.427905
2022 42 0.002788 2.648329 0.245862 0.004458 8.541667 346.029000 286.704000 56.225543
2022 43 0.002687 2.630650 0.228050 0.004404 8.666667 328.450000 286.704000 53.369167
2022 44 0.002712 2.618300 0.215446 0.004429 8.541667 316.100000 286.704000 51.362441
2022 45 0.002725 2.610613 0.207808 0.004346 8.541667 308.413000 286.704000 50.113396
2022 46 0.002758 2.628175 0.225612 0.004375 8.583333 325.975000 286.704000 52.967010
2022 47 0.002754 2.626729 0.224433 0.004371 8.583333 324.529000 286.704000 52.732052
2022 48 0.002746 2.622042 0.219012 0.004312 8.416667 319.842000 286.704000 51.970471
2022 49 0.002792 2.597833 0.194746 0.004287 8.458333 295.633000 286.704000 48.036800
2022 50 0.002792 2.591183 0.187837 0.004300 8.625000 288.983000 286.704000 46.956256
2022 51 0.002750 2.606250 0.203579 0.004217 8.500000 304.050000 286.704000 49.404461
2022 52 0.002817 2.620738 0.217892 0.004371 8.541667 318.538000 286.704000 51.758587
2022 53 0.002779 2.617746 0.214988 0.004317 8.500000 315.446000 286.704000 51.256174
2022 54 0.002846 2.659279 0.256408 0.004471 8.750000 356.979000 286.704000 58.004786
2022 55 0.002850 2.666025 0.263117 0.004592 8.416667 363.725000 286.776000 59.115588
2022 57 0.002817 2.648621 0.245546 0.004508 8.458333 346.321000 286.776000 56.286946
2022 58 0.002796 2.637633 0.234537 0.004479 8.333333 335.333000 286.776000 54.501086
2022 59 0.002771 2.652038 0.249600 0.004504 8.291667 349.638000 286.776000 56.826053
2022 60 0.002846 2.633821 0.230804 0.004454 8.500000 331.421000 286.776000 53.865275
2022 61 0.002817 2.628458 0.225646 0.004358 8.375000 326.058000 286.776000 52.993636
2022 62 0.002746 2.641837 0.239204 0.004371 8.500000 339.437000 286.776000 55.168102
2022 63 0.002721 2.669812 0.267212 0.004217 8.666667 367.312000 286.776000 59.698577
2022 64 0.002696 2.644717 0.242388 0.004246 8.625000 342.217000 286.776000 55.619930
2022 65 0.002692 2.649267 0.246667 0.004292 8.625000 346.767000 286.776000 56.359434
2022 66 0.002650 2.617354 0.214512 0.004254 8.583333 314.754000 286.776000 51.156417
2022 67 0.002679 2.638938 0.236354 0.004250 8.666667 336.338000 286.776000 54.664427
2022 68 0.002642 2.647471 0.244717 0.004292 8.916667 344.871000 286.776000 56.051280
2022 69 0.002583 2.655588 0.253138 0.004292 8.875000 352.888000 286.776000 57.354269
2022 70 0.002625 2.609137 0.206392 0.004400 8.666667 306.437000 286.776000 49.804670
2022 71 0.002708 2.590288 0.187383 0.004425 8.875000 287.488000 286.776000 46.724922
2022 72 0.002533 2.609992 0.206858 0.004229 8.791667 307.192000 286.776000 49.927378
2022 73 0.002587 2.614633 0.211679 0.004233 8.750000 311.733000 286.776000 50.665419
2022 74 0.002558 2.617900 0.215267 0.004200 8.875000 315.000000 286.776000 51.196399
2022 75 0.002642 2.641975 0.239150 0.004213 8.916667 338.975000 286.848000 55.106674
2022 76 0.002629 2.657200 0.254642 0.004225 8.583333 354.200000 286.848000 57.581781
2022 77 0.002583 2.628421 0.225892 0.004142 8.958333 325.321000 286.848000 52.886963
2022 78 0.002467 2.652325 0.249421 0.004017 9.000000 349.225000 286.848000 56.773002
2022 79 0.002571 2.639937 0.237058 0.004092 9.125000 336.737000 286.848000 54.742846
2022 80 0.002596 2.632696 0.230017 0.004225 8.958333 329.396000 286.848000 53.549430
